Image,Group,WPSNR,Attacks with parameters
unemployed_unemployed_baboon.jpg,unemployed,49.0644888443958,"Blurring (noisepower = 5.000000e-01);Sharpening (noisepower = 1, nradius = 5.000000e-01);JPEG (qualityfactor = 90);Blurring (noisepower = 5.000000e-01);Sharpening (noisepower = 1, nradius = 5.000000e-01);JPEG (qualityfactor = 90);Blurring (noisepower = 5.000000e-01);Sharpening (noisepower = 1, nradius = 5.000000e-01);JPEG (qualityfactor = 90);Blurring (noisepower = 5.000000e-01);Sharpening (noisepower = 1, nradius = 5.000000e-01)"
