Image,Group,WPSNR,Attacks with parameters
unemployed_unemployed_cameraman.jpg,unemployed,46.8832790914273,JPEG (qualityfactor = 95);Blurring (noisepower = 7.175000e-01);JPEG (qualityfactor = 95)
