Image,Group,WPSNR,Attacks with parameters
unemployed_unemployed_bridge.jpg,unemployed,38.0953953359741,"AWGN (noisepower = 0.001000, seed = 100);Blurring (noisepower = 1.000000e-02);JPEG (qualityfactor = 96);Sharpening (noisepower = 1, nradius = 1);AWGN (noisepower = 0.001000, seed = 100)"
